costat,curcd,datafmt,indfmt,consol,gvkey,fyear,conm,sic,at,seq,ni,csho,prcc_f
A,USD,STD,INDL,C,160549,2023,LIBERTY GLOBAL LTD,4841,42087.9000,19062.6000,-4051.7000,382.6070,18.640000000000
A,USD,STD,INDL,C,160550,2023,GABELLI GLOBAL UTIL &INCM TR,6726,,,,5.3770,13.180000000000
A,USD,STD,INDL,C,160554,2023,FIRST TRUST SR FLOAT RATE II,6726,,,,25.9830,10.470000000000
A,USD,STD,INDL,C,160570,2023,COMMERCIAL VEHICLE GROUP INC,3714,483.2140,172.9320,49.4110,33.3230,7.010000000000
A,USD,STD,INDL,C,165429,2023,INVESCO OIL & GAS SRVCS ETF,6726,,,,3.4060,28.690000000000
I,USD,STD,INDL,C,160598,2023,BEACON ROOFING SUPPLY INC,5030,6207.7000,1823.5000,435.0000,63.3000,87.020000000000
A,USD,STD,INDL,C,160621,2023,SFL CORP LTD,4412,3731.3890,1039.3970,83.9370,137.4670,11.280000000000
A,USD,STD,INDL,C,160628,2023,GOL LINHAS AEREAS INTELIGENT,4512,3447.2100,-4774.6600,-251.9030,209.3440,3.620000000000
A,USD,STD,INDL,C,165432,2023,INVESCO ENERGY EXP & PRD ETF,6726,,,,4.4100,30.900000000000
A,USD,STD,INDL,C,165433,2023,INVESCO BUILDING & CONST ETF,6726,,,,3.9700,63.120000000000
A,USD,STD,INDL,C,160668,2023,INNOVIVA INC,2836,1243.5070,674.9550,179.7220,63.3070,16.040000000000
A,USD,STD,INDL,C,160681,2023,HYSTER YALE INC,3537,2079.1000,389.9000,125.9000,17.1860,62.190000000000
A,USD,STD,INDL,C,165434,2023,INVS AEROSPACE & DEFENSE ETF,6726,,,,28.4500,92.160000000000
A,USD,STD,INDL,C,160684,2023,WESTLAKE CORP,2821,21035.0000,10241.0000,479.0000,128.2120,139.960000000000
A,USD,STD,INDL,C,160706,2023,DIAMONDROCK HOSPITALITY CO,6798,3238.6870,1642.0750,86.3400,209.6270,9.390000000000
A,USD,STD,INDL,C,165436,2023,CALAMOS GLOBAL TOTAL RETURN,6726,,,,9.8210,8.150000000000
A,USD,STD,INDL,C,163069,2023,KENTUCKY FIRST FEDERAL BNCRP,6035,349.0220,50.7110,0.9330,8.0870,6.212800000000
A,USD,STD,INDL,C,160739,2023,LG DISPLAY CO LTD,3679,27576.8550,5577.3140,-2108.2070,715.6310,4.820000000000
A,USD,STD,INDL,C,160742,2023,COFFEE HOLDING CO INC,5140,42.1920,23.9590,-0.8360,5.7090,0.699000000000
A,USD,STD,INDL,C,160749,2023,EATON VANCE FLT RATE INCM TR,6726,,,,26.1810,13.380000000000
I,USD,STD,INDL,C,160750,2023,FIRST TRUST ENERGY INCM & GR,6726,,,,19.4530,14.730000000000
I,USD,STD,INDL,C,165437,2023,BLACKROCK ENHNCD GOVT FD INC,6726,,,,4.2620,9.734500000000
A,USD,STD,INDL,C,160753,2023,AVIDBANK HOLDINGS INC,6020,2230.8360,165.3120,16.8010,7.7700,21.370000000000
A,USD,STD,INDL,C,165439,2023,VOYA GLOBAL ADV AND PREM OPP,6726,,,,18.1990,8.570000000000
A,USD,STD,INDL,C,166533,2023,INVESCO S&P 500 PURE GTH ETF,6726,,,,54.2910,32.260000000000
A,USD,STD,INDL,C,160779,2023,CENTERRA GOLD INC,1040,2280.7660,1674.2420,-81.2780,215.4970,5.960000000000
A,USD,STD,INDL,C,160864,2023,MEDICAL FACILITIES CORP,8060,354.8850,85.9880,18.5030,24.7240,6.800000000000
A,USD,STD,INDL,C,166534,2023,INVESCO S&P MIDCAP 400 ETF,6726,,,,2.8700,116.430000000000
A,USD,STD,INDL,C,160785,2023,PURSUIT ATTRC AND HSPTLY INC,7000,1137.3220,176.0240,16.0170,20.9870,36.200000000000
A,USD,STD,INDL,C,160788,2023,THIRD CENTURY BANCORP,6035,312.9050,9.5080,1.0190,1.1840,7.050000000000
A,USD,STD,INDL,C,160802,2023,ISHARES MORNINGSTR VALUE ETF,6722,,,,12.1500,73.740000000000
A,USD,STD,INDL,C,160807,2023,ISHARES MORNINGSTAR GRTH ETF,6722,,,,27.8000,72.350000000000
A,USD,STD,INDL,C,160808,2023,ISHARES MORNINGSTR US EQ ETF,6722,,,,12.3500,69.470000000000
A,USD,STD,INDL,C,160809,2023,BIO GREEN MED SOLUTION INC,2836,8.8050,0.6070,-22.5550,1.0590,2.670000000000
A,USD,STD,INDL,C,166535,2023,INVESCO S&P MC 400 P GTH ETF,6726,,,,6.1800,41.255800000000
A,USD,STD,INDL,C,166536,2023,INVESCO S&P S 600 PURE V ETF,6726,,,,2.4700,107.278300000000
A,USD,STD,INDL,C,160856,2023,TOP SHIPS INC,4412,459.1890,183.3800,6.0660,4.6260,15.620000000000
A,USD,STD,INDL,C,166537,2023,INVESCO S&P SC 600 GWTH ETF,6726,,,,2.1600,45.536300000000
A,USD,STD,INDL,C,160888,2023,MONOLITHIC POWER SYSTEMS INC,3674,2434.3530,2049.9390,427.3740,48.0280,630.780000000000
A,USD,STD,INDL,C,160893,2023,ENERSYS,3690,3466.0060,1753.6450,269.0960,40.2720,94.460000000000
A,USD,STD,INDL,C,160913,2023,ORMAT TECHNOLOGIES INC,4911,5208.2790,2315.4270,124.3990,60.3590,75.790000000000
A,USD,STD,INDL,C,160935,2023,CLOUGH GBL DIV & INCOME FD,6726,,,,12.5540,5.590000000000
A,USD,STD,INDL,C,160952,2023,XAI MADISON EQ PREM INCME FD,6726,,,,21.0350,7.530000000000
A,USD,STD,INDL,C,164395,2023,OP BANCORP,6020,2147.7300,192.6650,23.9180,15.0000,10.950000000000
A,USD,STD,INDL,C,160990,2023,CUBESMART,6798,6225.0200,2798.8280,410.7570,224.9210,46.350000000000
A,USD,STD,INDL,C,160991,2023,DIGITAL REALTY TRUST INC,6798,44113.2580,19117.5340,948.8380,311.6080,134.580000000000
A,USD,STD,INDL,C,160997,2023,NANOVIRICIDES INC,2836,16.9000,14.8660,-8.5890,11.6980,1.150000000000
A,USD,STD,INDL,C,161005,2023,UNITED BANCORPORATION ALA IN,6020,1389.9870,248.6360,31.5410,3.4870,41.600000000000
A,USD,STD,INDL,C,161023,2023,BAYCOM CORP,6020,2551.9600,312.8690,27.4250,11.5510,23.590000000000
A,USD,STD,INDL,C,161055,2023,BUILD-A-BEAR WORKSHOP INC,5945,272.3250,129.6620,52.8050,14.1720,22.530000000000
A,USD,STD,INDL,C,161069,2023,WRIGHT INVESTORS SERVICE,9995,3.3740,3.2910,-1.0060,20.6210,0.150000000000
A,USD,STD,INDL,C,161072,2023,COMSTOCK HOLDING COS INC,6500,49.9390,37.2160,7.7840,9.6600,4.431800000000
A,USD,STD,INDL,C,161125,2023,BLACKROCK FLTING RATE INC TR,6726,,,,22.3600,12.380000000000
A,USD,STD,INDL,C,161791,2023,FIRST TR ENHANCED EQUITY,6726,,,,19.9880,18.270000000000
A,USD,STD,INDL,C,161793,2023,FREEDOM FINANCIAL HLDNGS INC,6020,1084.6680,77.2280,2.3190,7.2560,10.420000000000
A,USD,STD,INDL,C,161794,2023,MADISON TECHNOLOGIES INC,4833,0.0000,-17.5860,-5.3010,1603.0950,0.000100000000
A,USD,STD,INDL,C,161801,2023,POLARIS RENEWABLE ENERGY INC,4991,519.4000,269.3420,11.7440,21.0640,9.960000000000
A,USD,STD,INDL,C,161813,2023,BLUELINX HOLDINGS INC,5031,1537.6010,634.2860,48.5360,8.6500,113.310000000000
I,USD,STD,INDL,C,161843,2023,MANITEX INTERNATIONAL INC,3537,255.7310,69.6170,7.3560,20.2580,8.740000000000
A,USD,STD,INDL,C,161844,2023,LAS VEGAS SANDS CORP,7990,21778.0000,4118.0000,1221.0000,753.4490,49.210000000000
A,USD,STD,INDL,C,161852,2023,SOTHERLY HOTELS INC,6798,393.4430,49.2300,3.9410,19.4500,1.490000000000
A,USD,STD,INDL,C,161853,2023,KEARNY FINANCIAL CORP,6036,8064.8150,869.2840,40.8110,63.5060,7.050000000000
A,USD,STD,INDL,C,161940,2023,PACIFIC VALLEY BANCORP,6020,585.9950,51.6770,4.8470,4.4540,9.400000000000
A,USD,STD,INDL,C,161942,2023,BANKFINANCIAL CORP,6020,1487.3840,155.3830,9.3930,12.4760,10.260000000000
A,USD,STD,INDL,C,161954,2023,KAYNE ANDERSON EN INF FD INC,6726,,,,169.1000,8.570000000000
A,USD,STD,INDL,C,161966,2023,ARES CAPITAL CORP,6797,23800.0000,11201.0000,1522.0000,582.0000,20.030000000000
A,USD,STD,INDL,C,161997,2023,HURON CONSULTING GROUP INC,8742,1262.1420,532.8920,62.4790,18.4640,102.800000000000
A,USD,STD,INDL,C,162069,2023,ISHARES CHINA LARGE-CAP ETF,6722,,,,187.3500,30.420000000000
I,USD,STD,INDL,C,162076,2023,ARC DOCUMENT SOLUTIONS INC,7389,310.1240,154.0660,8.2350,42.7830,3.280000000000
A,USD,STD,INDL,C,162085,2023,ADENTRA INC,5030,1232.1190,526.8670,36.0480,22.4310,24.300000000000
I,USD,STD,INDL,C,162127,2023,CONSOLIDATED COMM HLDGS INC,4813,3628.4260,771.2570,-250.5140,116.1730,4.350000000000
A,USD,STD,INDL,C,162129,2023,MOSAIC CO,2870,23032.8000,12290.2000,1164.9000,324.1030,35.730000000000
A,USD,STD,INDL,C,162146,2023,CRYOPORT INC,3842,957.7440,489.0230,-99.5870,48.9710,15.490000000000
A,USD,STD,INDL,C,162160,2023,MEDICAL PROPERTIES TRUST,6798,18304.8440,7631.6000,-556.4760,598.9910,4.910000000000
A,USD,STD,INDL,C,162171,2023,EATON VANCE ENHNCD EQ INC FD,6726,,,,40.0810,15.850000000000
A,USD,STD,INDL,C,162233,2023,DIGITAL ALLY INC,3651,47.0290,10.7750,-25.6890,2.8010,2.120000000000
A,USD,STD,INDL,C,162254,2023,CELANESE CORP,2860,26597.0000,7091.0000,1960.0000,108.9060,155.370000000000
A,USD,STD,INDL,C,162293,2023,FIRST INTERNET BANCORP,6020,5167.5720,362.7950,8.4170,8.6440,24.190000000000
A,USD,STD,INDL,C,162307,2023,CALIFORNIA BANCRP,6020,2360.2520,288.1520,25.9100,18.3690,17.350000000000
A,USD,STD,INDL,C,162335,2023,PRESTIGE CONSUMER HEALTHCARE,2834,3318.4170,1655.0840,209.3390,49.8210,72.560000000000
A,USD,STD,INDL,C,162338,2023,UNIVERSAL LOGISTICS HLDGS,4210,1253.5230,532.1980,92.9010,26.2840,28.020000000000
A,USD,STD,INDL,C,162353,2023,SPDR GOLD SHARES,6722,,,,302.7000,171.450000000000
A,USD,STD,INDL,C,162354,2023,DOLBY LABORATORIES INC,6794,2979.7660,2355.1000,200.6560,95.7590,79.260000000000
A,USD,STD,INDL,C,162385,2023,WEX INC,7389,13882.1000,1820.6000,266.6000,41.9000,194.550000000000
I,USD,STD,INDL,C,162391,2023,FIRST TR ABRDN GLB OPP INCM,6726,,,,10.1430,6.290000000000
A,USD,STD,INDL,C,162400,2023,XPEL INC,3714,252.0410,179.9890,52.8000,27.6300,53.850000000000
A,USD,STD,INDL,C,162825,2023,HOME FEDERAL BANCORP INC/LA,6035,660.9150,50.5420,5.7040,3.0300,14.040000000000
A,USD,STD,INDL,C,162401,2023,HUNTSMAN CORP,2860,7248.0000,3251.0000,101.0000,171.5830,25.130000000000
A,USD,STD,INDL,C,162408,2023,THE9 LTD -ADR,7370,51.2960,29.0910,2.8210,4.6840,7.490000000000
A,USD,STD,INDL,C,166197,2023,LAKE SHORE BANCORP INC,6035,725.1180,86.2730,4.8200,5.5840,11.710000000000
A,USD,STD,INDL,C,162449,2023,EXLSERVICE HOLDINGS INC,7374,1441.9720,889.4370,184.5580,165.2780,30.850000000000
A,USD,STD,INDL,C,162453,2023,AEMETIS INC,2860,243.4060,-216.9770,-46.4200,40.9660,5.240000000000
A,USD,STD,INDL,C,162559,2023,LAZARD INC,6282,4635.7810,423.7590,-75.4790,87.4260,34.800000000000
A,USD,STD,INDL,C,162560,2023,AXOS FINANCIAL INC,6035,20348.4690,1917.1590,307.1650,58.9430,39.440000000000
A,USD,STD,INDL,C,162568,2023,BLACKROCK ENERGY AND RES TR,6726,,,,29.1080,12.450000000000
I,USD,STD,INDL,C,162571,2023,PIONEER FLOATING RATE FD INC,6726,,,,12.3750,8.990000000000
A,USD,STD,INDL,C,162643,2023,QUANTUM COMPUTING INC,3570,74.3550,68.7030,-27.0220,77.4510,0.913100000000
A,USD,STD,INDL,C,162649,2023,TECTONIC FINANCIAL INC,6020,677.3460,106.8570,15.2200,7.1030,10.100000000000
A,USD,STD,INDL,C,162701,2023,NOVELIS INC,3350,14628.0000,3799.0000,600.0000,0.0010,
A,USD,STD,INDL,C,162742,2023,FREIGHTCAR AMERICA INC,3743,259.4590,37.2520,-23.5890,17.9030,2.700000000000
A,USD,STD,INDL,C,162759,2023,BV FINANCIAL INC,6020,885.2540,199.0650,13.7070,11.3760,14.180000000000
A,USD,STD,INDL,C,162814,2023,GRAVITY CO LTD -ADR,7372,445.8820,357.1230,101.8100,6.9490,69.560000000000
A,USD,STD,INDL,C,162859,2023,EATON VANCE ENHNCD EQ INC II,6726,,,,51.4130,18.720000000000
A,USD,STD,INDL,C,162868,2023,ISHARES GOLD TRUST,6722,,,,677.0500,39.030000000000
A,USD,STD,INDL,C,162887,2023,DEXCOM INC,3845,6264.5000,2068.6000,541.5000,385.4000,124.090000000000
A,USD,STD,INDL,C,162892,2023,MEDICINOVA INC,2836,66.2700,62.3780,-8.5720,49.0460,1.500000000000
A,USD,STD,INDL,C,162914,2023,RADIANT LOGISTICS INC,4731,393.7410,204.8700,20.5950,47.2950,6.720000000000
A,USD,STD,INDL,C,162925,2023,ACRES COMMERCIAL REALTY CORP,6798,2196.1050,435.7960,22.3900,7.8780,9.620000000000
A,USD,STD,INDL,C,162940,2023,MOLSON COORS CDA INC,2082,26375.1000,13196.0000,948.9000,12.1000,51.309200000000
A,USD,STD,INDL,C,162988,2023,ZUMIEZ INC,5651,664.2260,353.2100,-62.6100,19.8330,17.170000000000
A,USD,STD,INDL,C,163025,2023,EATON VANCE SHORT DRTN DIV,6726,,,,13.4390,9.950000000000
A,USD,STD,INDL,C,163029,2023,VIRTUS DIVI INT & PRE STR FD,6726,,,,94.8020,12.180000000000
A,USD,STD,INDL,C,163036,2023,BUILDERS FIRSTSOURCE,2452,10499.4520,4732.3510,1540.5550,121.8570,166.940000000000
A,USD,STD,INDL,C,163051,2023,CITI TRENDS INC,5651,518.7210,157.7060,-11.9790,8.5510,26.930000000000
A,USD,STD,INDL,C,163058,2023,VIQ SOLUTIONS INC,7370,29.6750,6.1750,-14.3310,40.9570,0.166200000000
A,USD,STD,INDL,C,163060,2023,DIANA SHIPPING INC,4412,1166.4100,489.0210,49.8440,113.0660,2.970000000000
A,USD,STD,INDL,C,163113,2023,KOPPERS HOLDINGS INC,2860,1835.5000,498.9000,89.2000,20.8600,51.220000000000
A,USD,STD,INDL,C,163118,2023,WARNER MUSIC GROUP CORP,3652,8545.0000,307.0000,430.0000,515.9950,31.400000000000
A,USD,STD,INDL,C,163595,2023,ALTO INGREDIENTS INC,2860,454.2410,279.5570,-28.0050,75.7040,2.660000000000
A,USD,STD,INDL,C,163610,2023,INTERCONTINENTAL EXCHANGE,6200,136084.0000,25717.0000,2368.0000,573.0000,128.430000000000
A,USD,STD,INDL,C,163612,2023,VOYA GLB EQ DIV AND PREM OPP,6726,,,,94.9770,5.100000000000
A,USD,STD,INDL,C,163614,2023,GAMCO GLOBAL GOLD NTRL RES,6726,,,,154.1580,3.760000000000
A,USD,STD,INDL,C,163618,2023,GLOBAL WARMING SOLUTIONS INC,8700,0.2380,-0.1150,-0.5160,16.3250,1.545000000000
A,USD,STD,INDL,C,163620,2023,BLACKROCK HEALTH SCIENCES TR,6726,,,,12.5660,40.460000000000
A,USD,STD,INDL,C,164401,2023,CLEARTRONIC INC,7372,1.3000,0.0050,0.0570,229.1610,0.028100000000
A,USD,STD,INDL,C,163631,2023,VANGUARD FTSE PACIFIC ETF,6722,,,,95.5500,64.840000000000
A,USD,STD,INDL,C,163632,2023,VANGUARD FTSE EMRG MKTS ETF,6722,,,,1788.8050,37.940000000000
A,USD,STD,INDL,C,163667,2023,OTTAWA BANCORP INC,6020,363.9180,41.6400,1.6690,2.4850,11.150000000000
A,USD,STD,INDL,C,163668,2023,LINCOLN EDUCATIONAL SERVICES,8200,345.2490,166.8040,25.9970,31.3590,10.040000000000
A,USD,STD,INDL,C,163669,2023,ITC HOLDINGS CORP,4911,13124.0000,2854.0000,463.0000,224.2030,
I,USD,STD,INDL,C,163678,2023,EVERI HOLDINGS INC,7990,2123.8700,226.1420,83.9970,83.7380,11.270000000000
I,USD,STD,INDL,C,163685,2023,EAGLE BULK SHIPPING INC,4412,1147.9540,600.2180,22.7280,9.3260,55.400000000000
A,USD,STD,INDL,C,174024,2023,UNITED STATES OIL FUND LP,6799,1586.7130,1567.3460,-46.0440,23.4240,66.650000000000
A,USD,STD,INDL,C,163765,2023,COOPER-STANDARD HOLDINGS INC,3714,1872.2990,-81.3000,-201.9850,17.1970,19.540000000000
A,USD,STD,INDL,C,163773,2023,EATON VANCE TX-MGD BUY-WRITE,6726,,,,29.3750,12.980000000000
A,USD,STD,INDL,C,163797,2023,NEXTSOURCE MATERIALS INC,1400,52.9770,25.2020,-11.6790,125.2710,1.460000000000
A,USD,STD,INDL,C,163807,2023,CLOUGH GLOBAL EQUITY FUND,6726,,,,18.4680,6.510000000000
A,USD,STD,INDL,C,163822,2023,ZION OIL & GAS INC,1311,25.1810,22.0180,-7.9570,640.0030,0.074900000000
A,USD,STD,INDL,C,163844,2023,NUVEEN DOW 30 DYNA OVERWRITE,6726,,,,36.3670,14.000000000000
A,USD,STD,INDL,C,165775,2023,INVESCO RAFI US 1000 ETF,6726,,,,184.9500,36.810000000000
A,USD,STD,INDL,C,163850,2023,MOBIQUITY TECHNOLOGIES INC,7310,4.1990,2.2080,-6.5330,3.9920,0.340000000000
A,USD,STD,INDL,C,163884,2023,FRANKLIN STREET PROPERTIES,6798,1169.3300,712.8050,-48.1100,103.4300,2.560000000000
A,USD,STD,INDL,C,163889,2023,ATRICURE INC,3841,613.9320,466.1680,-30.4380,47.5260,35.690000000000
A,USD,STD,INDL,C,163899,2023,INVESCO S&P 500 TOP 50 ETF,6726,,,,84.8480,37.720000000000
A,USD,STD,INDL,C,163920,2023,WESTERN ALLIANCE BANCORP,6020,70862.0000,6078.0000,722.4000,109.4660,65.790000000000
A,USD,STD,INDL,C,163924,2023,JAMES RIVER GROUP HLDGS INC,6331,5317.2500,679.5190,-107.6840,37.6420,9.240000000000
A,USD,STD,INDL,C,163930,2023,GENCO SHIPPING & TRADING,4412,1141.9020,913.2560,-12.8700,42.5470,16.590000000000
A,USD,STD,INDL,C,163935,2023,GLOBAL PARTNERS LP,5171,3446.0110,800.6600,152.5060,33.8820,42.310000000000
A,USD,STD,INDL,C,163946,2023,CF INDUSTRIES HOLDINGS INC,2870,14376.0000,5717.0000,1525.0000,188.1880,79.500000000000
A,USD,STD,INDL,C,166743,2023,SMARTMETRIC INC,3674,0.0620,-2.7410,-0.9350,2222.9510,0.001000000000
A,USD,STD,INDL,C,163965,2023,CYTOSORBENTS CORP,3841,53.2610,23.2750,-28.5070,54.2400,1.110000000000
A,USD,STD,INDL,C,163983,2023,TREEHOUSE FOODS INC,2050,4106.6000,1664.8000,53.1000,54.1000,41.450000000000
A,USD,STD,INDL,C,164010,2023,FIRST TRUST MORTGAGE INCM FD,6726,,,,4.2130,10.880000000000
A,USD,STD,INDL,C,164011,2023,BLACKROCK ENHANCED GL DVD TR,6726,,,,64.0250,9.130000000000
A,USD,STD,INDL,C,164012,2023,PIMCO GLBL STOCKSPLUS & INCM,6726,,,,11.3140,7.650000000000
A,USD,STD,INDL,C,164046,2023,GRAN TIERRA ENERGY INC,1311,1326.2890,396.3940,-6.2870,32.2470,5.640000000000
A,USD,STD,INDL,C,164086,2023,CIMPRESS PLC,2750,1854.8590,-623.1450,-185.9780,26.3450,59.480000000000
A,USD,STD,INDL,C,174360,2023,SEVEN HILLS REALTY TRUST,6798,731.5250,271.2480,25.9650,14.8110,12.940000000000
A,USD,STD,INDL,C,164116,2023,OMEGA FLEX INC,3490,100.2340,78.6890,20.7630,10.0940,70.510000000000
A,USD,STD,INDL,C,164146,2023,KAIVAL BRANDS INNV GROUP INC,5190,19.3850,13.5580,-11.1320,58.6610,0.311900000000
A,USD,STD,INDL,C,164155,2023,GLADSTONE INVESTMENT CORP/DE,6797,938.0830,492.7110,85.3050,36.6890,14.230000000000
A,USD,STD,INDL,C,164156,2023,INVESCO SEMICONDUCTORS ETF,6726,,,,13.7900,49.500000000000
A,USD,STD,INDL,C,164158,2023,INVESCO AI AND NEX GE SO ETF,6726,,,,4.7600,38.610000000000
A,USD,STD,INDL,C,164159,2023,INVESCO FOOD & BEVERAGE ETF,6726,,,,3.1300,45.851800000000
A,USD,STD,INDL,C,164161,2023,INVESCO LEISURE AND ENTM ETF,6726,,,,7.6800,41.929900000000
A,USD,STD,INDL,C,164162,2023,INVESCO NXT GN MD AND GM ETF,6726,,,,0.8700,38.683600000000
A,USD,STD,INDL,C,164163,2023,INVESCO NEXT GEN CONNECT ETF,6726,,,,0.4700,89.366200000000
A,USD,STD,INDL,C,164164,2023,INVESCO PHARMACEUTICALS ETF,6726,,,,3.4700,76.099600000000
A,USD,STD,INDL,C,164165,2023,INVESCO BIOTECH & GENOME ETF,6726,,,,3.9700,65.840000000000
A,USD,STD,INDL,C,164197,2023,EATON VANCE TX MNGD OPPTY FD,6726,,,,116.5970,12.330000000000
A,USD,STD,INDL,C,164211,2023,SILICON MOTION TECH -ADR,3674,1007.9610,734.6960,52.8730,33.4190,61.270000000000
A,USD,STD,INDL,C,164218,2023,CENTAURUS ENERGY INC,1311,15.6310,10.6900,0.6380,1.0880,1.310000000000
A,USD,STD,INDL,C,164276,2023,LEATT CORP,3949,47.6070,40.2810,0.8030,6.2150,9.550000000000
A,USD,STD,INDL,C,164293,2023,STRATA SKIN SCIENCES INC,3841,42.0160,12.5510,-10.8300,35.0610,0.550100000000
A,USD,STD,INDL,C,164296,2023,WARNER BROS DISCOVERY INC,4841,122757.0000,45226.0000,-3126.0000,2439.0000,11.380000000000
A,USD,STD,INDL,C,164363,2023,TRONOX HOLDINGS PLC,2810,6134.0000,1936.0000,-316.0000,156.7940,14.160000000000
A,USD,STD,INDL,C,164365,2023,WATERSTONE FINANCIAL INC,6035,2213.3890,344.0560,9.3750,20.3150,14.200000000000
A,USD,STD,INDL,C,164416,2023,IROBOT CORP,3990,733.6980,196.4870,-304.7100,27.9640,38.700000000000
A,USD,STD,INDL,C,164471,2023,RESTAURANT BRANDS INTL INC,5812,23391.0000,2866.0000,1190.0000,312.4550,78.130000000000
A,USD,STD,INDL,C,164494,2023,SPIRIT AEROSYSTEMS HOLDINGS,3728,6950.1000,-499.7000,-616.2000,116.0540,31.780000000000
A,USD,STD,INDL,C,164506,2023,ACCO BRANDS CORP,3990,2644.8000,787.0000,-21.8000,94.9260,6.080000000000
A,USD,STD,INDL,C,164532,2023,BAIDU INC,7370,57365.3560,34358.6550,2865.0310,350.6490,119.090000000000
A,USD,STD,INDL,C,164538,2023,SCIENTIFIC ENERGY INC,5960,81.9490,69.1870,2.0880,263.3380,0.165000000000
A,USD,STD,INDL,C,164557,2023,RBC BEARINGS INC,3562,4678.6000,2751.9000,209.9000,29.2120,270.350000000000
A,USD,STD,INDL,C,164572,2023,AMERISAFE INC,6331,1229.1620,292.4510,62.1080,19.1350,46.780000000000
A,USD,STD,INDL,C,164633,2023,HOME BANCSHARES INC,6020,22656.6580,3791.0750,392.9290,201.5260,25.330000000000
A,USD,STD,INDL,C,164640,2023,VANGUARD REAL ESTATE ETF,6722,,,,379.6960,88.360000000000
A,USD,STD,INDL,C,164647,2023,PEOPLES BANCORP INC/MD,6020,319.0080,32.2910,4.5950,0.7290,33.600000000000
A,USD,STD,INDL,C,164652,2023,BROOKDALE SENIOR LIVING INC,8050,5573.4350,403.6640,-189.0110,188.2530,5.820000000000
A,USD,STD,INDL,C,164660,2023,CLEAR CHANNEL OUTDOOR HLDGS,7310,4722.4750,-3463.0410,-310.9220,483.0570,1.820000000000
A,USD,STD,INDL,C,164684,2023,BLACKROCK ENHNCD EQTY DIV TR,6726,,,,186.0030,7.690000000000
A,USD,STD,INDL,C,164699,2023,ASTRA ENERGY INC,4911,7.5670,1.7500,-10.4310,67.6390,0.420000000000
I,USD,STD,INDL,C,164702,2023,HOLLYSYS AUTOMATION TECHNOLO,3823,1684.8480,1175.2090,106.9310,62.0220,17.590000000000
A,USD,STD,INDL,C,164708,2023,AMERIPRISE FINANCIAL INC,6282,175191.0000,4729.0000,2556.0000,100.1730,379.830000000000
A,USD,STD,INDL,C,164720,2023,CYTODYN INC,2836,11.1360,-116.7580,-49.8410,1058.5590,0.157760000000
A,USD,STD,INDL,C,164724,2023,MAINSTREET BANCSHARES INC,6020,2035.4320,221.5170,26.5850,7.5270,24.810000000000
A,USD,STD,INDL,C,164755,2023,CROCS INC,3021,4643.8340,1453.9230,792.5660,60.4950,93.410000000000
A,USD,STD,INDL,C,164934,2023,LEDYARD FINANCIAL GROUP INC,6020,856.1150,56.0200,3.1650,3.3680,16.900000000000
I,USD,STD,INDL,C,165051,2023,SUNPOWER CORP,3690,1347.0840,305.6990,-247.1070,175.3020,4.830000000000
A,USD,STD,INDL,C,165052,2023,UNDER ARMOUR INC,2300,4760.7340,2153.2860,232.0420,435.9630,7.380000000000
A,USD,STD,INDL,C,165075,2023,STEALTHGAS INC,4412,697.2110,549.6640,51.9370,36.1420,6.460000000000
A,USD,STD,INDL,C,165123,2023,LEIDOS HOLDINGS INC,7373,12695.0000,4201.0000,199.0000,135.7660,108.240000000000
A,USD,STD,INDL,C,165136,2023,INVESCO INTL DIV ACHIEVR ETF,6726,,,,49.0600,17.800000000000
A,USD,STD,INDL,C,165138,2023,INVESCO DIVIDEND ACHIVRS ETF,6726,,,,15.5300,40.890000000000
I,USD,STD,INDL,C,165209,2023,CORENERGY INFRASTRUCTURE TR,6798,229.1030,-153.0750,-276.0670,16.0380,0.350000000000
A,USD,STD,INDL,C,165215,2023,ALAUNOS THERAPEUTICS INC,2836,8.2630,6.3070,-35.1400,240.0680,0.070700000000
A,USD,STD,INDL,C,165225,2023,EATON VANCE TX-MGD GLBL B-W,6726,,,,107.4870,7.770000000000
A,USD,STD,INDL,C,165233,2023,VANGUARD UTILITIES ETF,6722,,,,34.8600,137.070000000000
A,USD,STD,INDL,C,165234,2023,VANGUARD ENERGY ETF,6722,,,,68.8520,124.630000000000
A,USD,STD,INDL,C,165235,2023,VANGUARD INDUSTRIALS ETF,6722,,,,21.6440,207.640000000000
A,USD,STD,INDL,C,165236,2023,VANGUARD COMMUNICATION SERVI,6722,,,,31.1710,109.410000000000
A,USD,STD,INDL,C,165237,2023,VANGUARD FTSE EUROPE ETF,6722,,,,299.9340,56.140000000000
A,USD,STD,INDL,C,165238,2023,VANGUARD CONSUMER STAPLS ETF,6722,,,,33.5850,190.960000000000
A,USD,STD,INDL,C,165239,2023,VANGUARD FINANCIALS ETF,6722,,,,100.0760,92.260000000000
A,USD,STD,INDL,C,165240,2023,VANGUARD HEALTH CARE ETF,6722,,,,66.3860,250.700000000000
A,USD,STD,INDL,C,165241,2023,VANGUARD INFORMTION TECH ETF,6722,,,,122.3420,484.000000000000
A,USD,STD,INDL,C,165242,2023,VANGUARD MATERIALS ETF,6722,,,,14.3210,189.940000000000
A,USD,STD,INDL,C,165255,2023,FIRST TR DJS MICROCAP INDEX,6726,,,,2.8050,61.340000000000
